0,0,2,0
0,1,15,0
0,2,19,0
0,3,51,0
0,4,38,0
0,5,46,0
0,6,10,0
0,7,25,0
0,8,20,0
0,9,40,0
0,10,48,0
0,11,14,0
0,12,24,0
0,13,43,0
0,14,34,0
0,15,3,1
1,0,39,3
1,1,131,3
1,2,187,0
1,3,132,3
1,4,96,0
1,5,90,2
1,6,235,1
1,7,249,0
1,8,173,0
1,9,107,1
1,10,204,3
1,11,160,0
1,12,68,1
1,13,142,1
1,14,179,2
1,15,33,1
2,0,50,3
2,1,109,2
2,2,190,0
2,3,194,2
2,4,144,0
2,5,161,2
2,6,138,0
2,7,145,2
2,8,149,1
2,9,119,3
2,10,215,2
2,11,213,1
2,12,67,3
2,13,65,1
2,14,163,1
2,15,9,1
3,0,5,3
3,1,75,2
3,2,241,1
3,3,232,3
3,4,166,3
3,5,162,0
3,6,141,2
3,7,93,0
3,8,69,2
3,9,117,0
3,10,134,2
3,11,167,1
3,12,214,2
3,13,211,2
3,14,254,1
3,15,57,1
4,0,6,3
4,1,70,1
4,2,226,1
4,3,243,0
4,4,185,1
4,5,178,0
4,6,182,2
4,7,230,0
4,8,186,1
4,9,91,1
4,10,248,0
4,11,177,3
4,12,199,0
4,13,191,2
4,14,113,1
4,15,35,1
5,0,23,3
5,1,86,3
5,2,218,1
5,3,101,0
5,4,95,0
5,5,64,0
5,6,62,2
5,7,198,2
5,8,203,3
5,9,100,3
5,10,135,1
5,11,148,0
5,12,158,2
5,13,207,3
5,14,123,3
5,15,32,1
6,0,59,3
6,1,201,0
6,2,184,2
6,3,121,3
6,4,200,2
6,5,81,0
6,6,79,2
6,7,98,0
6,8,84,2
6,9,164,2
6,10,234,3
6,11,78,1
6,12,253,0
6,13,195,0
6,14,183,2
6,15,41,1
7,0,22,3
7,1,87,1
7,2,224,0
7,3,172,3
7,4,189,1
7,5,92,0
7,6,71,2
7,7,154,1
7,8,128,1
7,9,205,1
7,10,225,1
7,11,77,3
7,12,228,0
7,13,223,1
7,14,251,0
7,15,21,1
8,0,8,3
8,1,99,3
8,2,220,1
8,3,250,0
8,4,196,3
8,5,252,1
8,6,227,0
8,7,139,3
8,8,104,3
8,9,111,2
8,10,116,0
8,11,118,2
8,12,165,0
8,13,150,0
8,14,105,1
8,15,31,1
9,0,53,3
9,1,246,2
9,2,212,3
9,3,244,1
9,4,89,0
9,5,83,2
9,6,193,0
9,7,127,0
9,8,133,2
9,9,76,0
9,10,74,2
9,11,219,2
9,12,114,1
9,13,97,0
9,14,63,2
9,15,28,1
10,0,47,3
10,1,120,0
10,2,108,2
10,3,238,0
10,4,233,0
10,5,236,2
10,6,245,2
10,7,255,1
10,8,136,1
10,9,242,3
10,10,209,0
10,11,216,2
10,12,125,3
10,13,159,0
10,14,146,2
10,15,29,1
11,0,44,3
11,1,192,1
11,2,110,1
11,3,143,3
11,4,168,2
11,5,229,2
11,6,171,1
11,7,130,1
11,8,106,3
11,9,175,2
11,10,210,1
11,11,169,0
11,12,140,0
11,13,137,1
11,14,156,0
11,15,27,1
12,0,30,3
12,1,202,3
12,2,102,3
12,3,103,1
12,4,217,0
12,5,221,2
12,6,174,3
12,7,126,3
12,8,112,2
12,9,256,1
12,10,222,3
12,11,239,3
12,12,122,1
12,13,152,3
12,14,170,1
12,15,56,1
13,0,55,3
13,1,157,1
13,2,115,0
13,3,129,3
13,4,80,0
13,5,88,0
13,6,85,2
13,7,181,2
13,8,153,0
13,9,66,1
13,10,206,2
13,11,247,3
13,12,124,3
13,13,197,1
13,14,151,3
13,15,18,1
14,0,60,3
14,1,147,3
14,2,208,2
14,3,237,2
14,4,176,1
14,5,240,2
14,6,188,3
14,7,180,2
14,8,155,0
14,9,82,3
14,10,94,0
14,11,73,2
14,12,231,0
14,13,72,1
14,14,61,3
14,15,26,1
15,0,4,3
15,1,16,2
15,2,36,2
15,3,42,2
15,4,7,2
15,5,11,2
15,6,17,2
15,7,58,2
15,8,54,2
15,9,37,2
15,10,12,2
15,11,45,2
15,12,13,2
15,13,49,2
15,14,52,2
15,15,1,2
